,insurance,make,model,mot,service_history,title,price,num_owners_from_new_text,reg,car_type,miles,eng,bhp,gears,fuel,extra_detail,seller_type,distance,seller_town,link
621,,Hyundai,i20,,,Honda Jazz 1.4 i-DSI SE CVT-7 5dr,1450.0,1 PREVIOUS OWNER ,2004 (54 reg),Hatchback,85000.0,1.4L,82bhp,Automatic,Petrol,,"
Trade seller - See all 13 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907109920819?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
622,,SKODA,Roomster,,,Ford Fiesta 1.4 TDCi Style + 5dr,2995.0,"CHEAP INSURANCE & TAX,BARGIN",2009 (59 reg),Hatchback,96000.0,1.4L,67bhp,Manual,Diesel,,"
Trade seller - See all 13 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201904307476579?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
623,,Vauxhall,Corsa,,,Vauxhall Meriva 1.4 i 16v S 5dr,2275.0,MOT  SERVICE HISTORY ,2012 (12 reg),MPV,69876.0,1.4L,118bhp,Manual,Petrol,,"
Trade seller - See all 2 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907150100255?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
624,,Vauxhall,Corsa,,service history,Vauxhall Astra 1.4 i 16v Enjoy 5dr,985.0,P/X BARGAIN WITH 12 MONTHS MOT,2005 (05 reg),Hatchback,125000.0,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 86 cars
","
pudsey - 
81 miles away
                ",pudsey,/classified/advert/201905218170707?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
625,,Nissan,Note,,,SEAT Ibiza 1.4 16v Sport SportCoupe 3dr,2985.0,1 OWNER+PAN ROOF+F.S.H+FINANCE,2009 (09 reg),Hatchback,63000.0,1.4L,84bhp,Manual,Petrol,,"
Trade seller - See all 86 cars
","
pudsey - 
81 miles away
                ",pudsey,/classified/advert/201903055556535?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
626,,Peugeot,307,,,Hyundai i20 1.4 CRDi Style 5dr,2799.0,Low Tax - 2 Keys-pristine,2009 (59 reg),Hatchback,75000.0,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907240399536?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
627,,Fiat,Bravo,mot,,SKODA Roomster 1.4 16v S 5dr,3299.0,FSH- 2 KEYS - LOW MILES,2009 (09 reg),MPV,47000.0,1.4L,85bhp,Manual,Petrol,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907170167571?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
628,,SEAT,Ibiza,,,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,5dr-AUTOMATIC-45K-CRUISE,2011 (11 reg),Hatchback,45000.0,1.4L,99bhp,Automatic,Petrol,,"
Trade seller - See all 65 cars
","
cramlington - 
8 miles away
                ",cramlington,/classified/advert/201907220340137?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=52
629,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 i 16v Club 5dr,3495.0,full service history low miles,2009 (09 reg),Hatchback,49000.0,1.4L,89bhp,Automatic,Petrol,,"
Trade seller - See all 86 cars
","
pudsey - 
81 miles away
                ",pudsey,/classified/advert/201907160130053?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=52
630,,Ford,Fiesta,,,Nissan Note 1.4 16v N-TEC 5dr,3985.0,VERY LOW MILEAGE + LOW FINANCE,2010 (60 reg),Hatchback,42000.0,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 86 cars
","
pudsey - 
81 miles away
                ",pudsey,/classified/advert/201904056656333?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=52
631,,SKODA,Roomster,,,Peugeot 307 1.4 16v S 5dr,995.0,**LOW MILEAGE**LADY OWNER**,2006 (06 reg),Hatchback,94700.0,1.4L,90bhp,Manual,Petrol,,"
Trade seller - See all 138 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907129995437?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=52
632,,SKODA,Roomster,,,Fiat Bravo 1.4 Dynamic 5dr,1295.0,** FULL MOT ** LADY OWNER **,2009 (09 reg),Hatchback,111800.0,1.4L,90bhp,Manual,Petrol,,"
Trade seller - See all 138 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907150096316?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=52
633,,Vauxhall,Astra,,,SEAT Ibiza 1.4 TDI Ecomotive DPF Ecomotive 5dr,1795.0,£0 TAX ** FSH ** CAMBELT DONE ,2010 (59 reg),Hatchback,137500.0,1.4L,79bhp,Manual,Diesel,,"
Trade seller - See all 138 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201906239311926?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=52
634,,Vauxhall,Corsa,mot,,Vauxhall Corsa 1.4 i 16v Club 5dr,2495.0,"One former keeper, full SH",2008 (08 reg),Hatchback,96295.0,1.4L,89bhp,Automatic,Petrol,,"
Trade seller - See all 36 cars
","
bradford - 
82 miles away
                ",bradford,/classified/advert/201903196063166?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=52
635,,Volkswagen,Golf,,,Ford Fiesta 1.4 Edge 5dr,2895.0,"2 FORMER, 2 KEYS, F.S.H",2010 (10 reg),Hatchback,100536.0,1.4L,94bhp,Manual,Petrol,,"
Trade seller - See all 36 cars
","
bradford - 
82 miles away
                ",bradford,/classified/advert/201907200289260?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=52
636,,Peugeot,207,mot,,SKODA Roomster 1.4 16v S 5dr,3299.0,FSH- 2 KEYS - LOW MILES,2009 (09 reg),MPV,47000.0,1.4L,85bhp,Manual,Petrol,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907170167571?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=52
637,,Ford,Fiesta,mot,,,,,,,,,,,,,,,,
638,,SKODA,Fabia,,,SKODA Roomster 1.4 16v S 5dr,3299.0,FSH- 2 KEYS - LOW MILES,2009 (09 reg),MPV,47000.0,1.4L,85bhp,Manual,Petrol,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907170167571?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=53
639,,Vauxhall,Meriva,,,Vauxhall Astra 1.4 16v SRi 5dr,3895.0,"1 former, 2 KEYS, excellent.",2011 (11 reg),Hatchback,67951.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 36 cars
","
bradford - 
82 miles away
                ",bradford,/classified/advert/201907119958669?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=53
640,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 i 16v Exclusiv 5dr,2995.0,FULL MOT AUTO 2 KEYS  ALLOYS,2010 (10 reg),Hatchback,73000.0,1.4L,99bhp,Automatic,Petrol,,"
Trade seller - See all 14 cars
","
bradford - 
82 miles away
                ",bradford,/classified/advert/201907019606360?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=53
641,,Hyundai,i20,,,Volkswagen Golf 1.4 TSI SE 5dr,3895.0,,2009 (09 reg),Hatchback,87000.0,1.4L,123bhp,Manual,Petrol,,"
Trade seller - See all 14 cars
","
bradford - 
82 miles away
                ",bradford,/classified/advert/201907019606401?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=53
642,,Fiat,Grande,mot,,Peugeot 207 1.4 16v S 5dr,1275.0, LOW MILEAGE FSH FULL MOT ,2007 (57 reg),Hatchback,66271.0,1.4L,90bhp,Manual,Petrol,,"
Trade seller - See all 27 cars
","
bradford - 
82 miles away
                ",bradford,/classified/advert/201907240407497?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=53
643,,Hyundai,Getz,mot,,Ford Fiesta 1.4 Zetec 3dr,3495.0,FULL MOT - IMMACULATE ,2009 (59 reg),Hatchback,53000.0,1.4L,94bhp,Manual,Petrol,,"
Trade seller - See all 10 cars
","
pudsey - 
82 miles away
                ",pudsey,/classified/advert/201906138990300?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=53
644,,Ford,Fiesta,,,SKODA Fabia 1.4 TDI PD Ambiente 5dr,1195.0,2007 - Hpi Clear - Full histry,2007 (56 reg),Estate,105000.0,1.4L,75bhp,Manual,Diesel,,"
Private seller
    ","
leeds - 
82 miles away
                ",leeds,/classified/advert/201904136928892?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=53
645,,Nissan,Note,,,Vauxhall Meriva 1.4 i 16v Exclusiv 5dr (a/c),2999.0,ALLOYS-AIR CON-,2011 (11 reg),MPV,60258.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907230359931?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=53
646,insurance,SEAT,Leon,,,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,5dr-AUTOMATIC-45K-CRUISE,2011 (11 reg),Hatchback,45000.0,1.4L,99bhp,Automatic,Petrol,,"
Trade seller - See all 65 cars
","
cramlington - 
8 miles away
                ",cramlington,/classified/advert/201907220340137?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=53
647,insurance,Renault,Megane,,,Hyundai i20 1.4 Comfort 5dr Hatchback,3095.0,CD Player,2009 (09 reg),Hatchback,61706.0,1.4L,98bhp,Manual,Petrol,Franchise,"
Trade seller - See all 37 cars
","
luton - 
219 miles away
                ",luton,/classified/advert/201906249362377?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
648,,Volkswagen,Golf,,,Fiat Grande Punto 1.4 16v Sporting 3dr,1000.0,MOT 30/10/19 LOW MILAGE 2keys,2006 (56 reg),Hatchback,66497.0,1.4L,95bhp,Manual,Petrol,,"
Private seller
    ","
leeds - 
82 miles away
                ",leeds,/classified/advert/201907230381081?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
649,,Ford,Fiesta,,,Hyundai Getz 1.4 GSI 3dr,695.0,MOT APRIL 2020 - NO ADVISORIES,2006 (56 reg),Hatchback,77000.0,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 32 cars
","
bradford - 
82 miles away
                ",bradford,/classified/advert/201907160128689?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
650,,Honda,Jazz,,,Ford Fiesta 1.4 TDCi Titanium 5dr,2994.0,FSH.£20 TAX.TOP SPEC+2 KEYS,2010 (10 reg),Hatchback,90000.0,1.4L,67bhp,Manual,Diesel,,"
Trade seller - See all 29 cars
","
leeds - 
82 miles away
                ",leeds,/classified/advert/201906058708689?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
651,,Peugeot,208,,,Nissan Note 1.4 16v N-TEC 5dr,2994.0,SAT NAV+FSH+PRIVACY+SUPERB,2010 (10 reg),Hatchback,65000.0,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 29 cars
","
leeds - 
82 miles away
                ",leeds,/classified/advert/201901234229890?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
652,,Hyundai,i20,,,SEAT Leon 1.4 16v S 5dr,690.0,LOW INSURANCE-VERY RELIABLE,2002 (02 reg),Hatchback,103630.0,1.4L,73bhp,Manual,Petrol,,"
Trade seller - See all 181 cars
","
nelson - 
82 miles away
                ",nelson,/classified/advert/201906279464456?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
653,,SEAT,Ibiza,,,Renault Megane 1.4 16v Rush 5dr,790.0,LOW MILES-LOW INSURANCE,2004 (54 reg),Hatchback,81685.0,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 181 cars
","
nelson - 
82 miles away
                ",nelson,/classified/advert/201906249333913?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
654,,SKODA,Fabia,,,Volkswagen Golf 1.4 S 5dr,790.0,FSH-T /BELT DONE-LOW MILES,2001 (Y reg),Hatchback,97445.0,1.4L,75bhp,Manual,Petrol,,"
Trade seller - See all 181 cars
","
nelson - 
82 miles away
                ",nelson,/classified/advert/201905258333706?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
655,,Ford,Fusion,,,Ford Fiesta 1.4 Style Climate 5dr,890.0,ECONOMICAL-RELIABLE,2006 (06 reg),Hatchback,127568.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 181 cars
","
nelson - 
82 miles away
                ",nelson,/classified/advert/201905178049240?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
656,,Volkswagen,Polo,,,Honda Jazz 1.4 i-DSI SE 5dr,890.0,IDEAL 1sT CAR_FSH_RELIABLE,2004 (54 reg),Hatchback,131938.0,1.4L,82bhp,Manual,Petrol,,"
Trade seller - See all 181 cars
","
nelson - 
82 miles away
                ",nelson,/classified/advert/201903085680346?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
657,insurance,Vauxhall,Tigra,,,Peugeot 208 1.4 HDi FAP Active 3dr,3499.0,£0 ROAD TAX-AIR CON-BLUETOOTH,2012 (62 reg),Hatchback,60700.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907240394687?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
658,insurance,Renault,Clio,,,Hyundai i20 1.4 CRDi Style 5dr,2799.0,Low Tax - 2 Keys-pristine,2009 (59 reg),Hatchback,75000.0,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907240399536?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=54
659,insurance,Peugeot,207,,,"SEAT Ibiza 1.4 16v SE SportCoupe 3dr Petrol Manual (139 g/km, 84 …",2999.0,Cruise Air Con Alloys,2010 (60 reg),Hatchback,108000.0,1.4L,84bhp,Manual,Petrol,,"
Trade seller
    ","
scunthorpe - 
103 miles away
                ",scunthorpe,/classified/advert/201907039681195?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=55
660,,Chevrolet,Aveo,,,SKODA Fabia 1.4 16v Elegance 5dr,990.0,1.4L-AUTO-LOW MILES ,2004 (04 reg),Hatchback,72672.0,1.4L,75bhp,Automatic,Petrol,,"
Trade seller - See all 181 cars
","
nelson - 
82 miles away
                ",nelson,/classified/advert/201907170159283?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=55
